oga_id,catalogue_number,supplier,rrid,gene_name,availability_checked,evidence_quote,evidence_type,checked_how,checked_on,previous_verdict
678,ab205137,abcam,AB_2885111,GRN,discontinued,"[11-12 Aug] Abcam: ""This product is discontinued.""",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2977,ab210699,abcam,,EPHX2,discontinued,"[11-12 Aug] Abcam: no buy panel, only Datasheet/SDS plus Recommended alternatives (ab324588, ab115284)",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
1031,ab227292,abcam,AB_2893215,RXRA,discontinued,"[11-12 Aug] Abcam: ""Anti-Retinoid X Receptor alpha/RXRA antibody (AB227292) is unavailable. This product is discontinued.""",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
93,ab73683,abcam,AB_2168635,PRDX6,discontinued,"[11-12 Aug] Abcam: ""Anti-Peroxiredoxin 6 antibody (AB73683) is unavailable. This product is discontinued.""",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
61,ab254530,abcam,AB_2885131,CD44,available,[11-12 Aug] In stock ... Add to basket (£145.00),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
71,ab88960,abcam,AB_2040719,CTSH,discontinued,[11-12 Aug] This product is discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
72,ab185935,abcam,AB_2895291,CTSH,discontinued,[11-12 Aug] This product is discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
78,ARP59864_P050,Aviva Systems Biology,AB_3698286,CTHRC1,available,[11-12 Aug] Availability: Domestic: within 1-2 days delivery; sizes 25UL + $99.00 / 100ul + $399.00; Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
79,ab43125,abcam,AB_955822,DAG1,available,[11-12 Aug] In stock in United Kingdom ... Add to basket (£295.00),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
80,ab62373,abcam,AB_941239,DAG1,available,[11-12 Aug] Price: Starts from $205; Buy button visible,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
83,PA5-28179,Thermo Fisher Scientific,AB_2545655,DAG1,available,[11-12 Aug] Thermo: GBP 377.62 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
85,11017-1-AP,Proteintech,AB_2090032,DAG1,available,"[11-12 Aug] £349/150 μL; In stock in Rosemont, IL. Delivery in 1 week.; Add to Basket",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
86,66735-1-Ig,Proteintech,AB_2882085,DAG1,available,[11-12 Aug] Dystroglycan Monoclonal antibody; £349/ 150 μL; Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
87,GTX105038,GeneTex,AB_2036733,DAG1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
98,MA5-34906,Thermo Fisher Scientific,AB_2848812,PRDX6,available,[11-12 Aug] Thermo: GBP 320.74 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
112,MA5-41212,Thermo Fisher Scientific,AB_2894713,PRKN,available,[11-12 Aug] Thermo: GBP 411.08 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
114,870402,BioLegend,AB_2820193,PRKN,not_rechecked,[11-12 Aug] 870402  100 µg  $276  Add to cart,,not re-checked on 30 Aug,2026-08-11,available
115,870502,BioLegend,AB_2820195,PRKN,not_rechecked,[11-12 Aug] 870502  100 µg  $276  Add to cart,,not re-checked on 30 Aug,2026-08-11,available
116,A0968,ABclonal,AB_2757487,PRKN,available,[11-12 Aug] Catalog Number: A0968 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
117,A11172,ABclonal,AB_2758446,PRKN,available,[11-12 Aug] Catalog Number: A11172 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
121,ab77924,abcam,AB_1566559,PRKN,available,[11-12 Aug] Add to basket; Price: Starts from $160,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
122,G4896,MilliporeSigma,AB_259915,GSN,not_rechecked,[11-12 Aug] G4896-100UL £368.90 - Estimated to ship on 07 September 2026 - Add to Cart,,not re-checked on 30 Aug,2026-08-11,available
125,GTX633681,GeneTex,AB_2885053,GSN,discontinued,[11-12 Aug] Gelsolin antibody [GT734] (GTX633681) has been discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
127,GTX114079,GeneTex,AB_1062078,GSN,discontinued,[11-12 Aug] GTX114079 is currently not offered.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
130,MA5-27752,Thermo Fisher Scientific,AB_2735202,GSN,available,[11-12 Aug] Thermo: GBP 396.58 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
153,NBP2-46127,Bio-Techne (Novus Biologicals),AB_2895017,NDUFS2,available,[11-12 Aug] NBP2-46127  Contact Us For Delivery Time  0.1 ml / £421.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
155,MA5-26534,Thermo Fisher Scientific,AB_2724817,NDUFS2,available,[11-12 Aug] Thermo: GBP 384.73 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
156,MA5-26536,Thermo Fisher Scientific,AB_2724816,NDUFS2,available,[11-12 Aug] Thermo: GBP 384.73 with Add to cart - verified by screenshot showing Catalog # MA5-26536,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
157,PA5-84240,Thermo Fisher Scientific,AB_2791392,NDUFS2,available,[11-12 Aug] Thermo: GBP 366.56 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
158,GTX114924,GeneTex,AB_10624594,NDUFS2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
159,ARP78415_P050,Aviva Systems Biology,AB_2895018,NDUFS2,discontinued,[11-12 Aug] Oops... We can't seem to find the product you're looking for. (site search for ARP78415),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
160,ab110249,abcam,AB_10861985,NDUFS2,available,[11-12 Aug] In stock in United Kingdom ... Add to basket (£135.00),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
161,ab192022,abcam,AB_2895019,NDUFS2,available,[11-12 Aug] In stock in United Kingdom ... Add to basket (£375.00),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
168,sc-398813,Santa-Cruz,AB_2885034,NEK1,not_rechecked,[11-12 Aug] ORDERING INFORMATION: Nek1 Antibody (E-10)  sc-398813  200 µg/ml  $322.00  ADD TO CART,,not re-checked on 30 Aug,2026-08-11,available
177,NBP3-18251,Bio-Techne (Novus Biologicals),AB_2942110,RAB1B,discontinued,[11-12 Aug] Discontinued Product - NBP3-18251 has been discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
180,NBP1-04340,Bio-Techne (Novus Biologicals),AB_1522228,RAB5A,available,[11-12 Aug] NBP1-04340SS 0.02 ml £127.00  7-9 Business Days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
183,320 003,Synaptic Systems,AB_2620056,RAB7A,not_rechecked,[11-12 Aug] Cat. No.: 320 003  Amount: 50 µg  Price: 350.00 €  Add to Cart,,not re-checked on 30 Aug,2026-08-11,available
184,NB100-93433,Bio-Techne (Novus Biologicals),AB_1237337,RAB8A,discontinued,[11-12 Aug] Discontinued Product - NB100-93433 has been discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
185,NBP2-52548,Bio-Techne (Novus Biologicals),AB_3094834,RAB8A,discontinued,[11-12 Aug] Discontinued Product - NBP2-52548 has been discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
230,NBP2-67129,Bio-Techne (Novus Biologicals),AB_3083072,S1PR1,available,[11-12 Aug] In Stock - Arrives in 7 - 9 Business Days; 100 ul / £348.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
231,55133-1-AP,Proteintech,AB_10793721,S1PR1,available,[11-12 Aug] S1PR1/EDG1 Polyclonal antibody; £349/150 μL; Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
233,MA5-32587,Thermo Fisher Scientific,AB_2809864,S1PR1,available,[11-12 Aug] Thermo: GBP 393.02 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
234,MA5-35431,Thermo Fisher Scientific,AB_2849332,S1PR1,discontinued,"Thermo Fisher: ""The product (cat # MA5-35431) that you're looking for has been discontinued""; ""Product Discontinued""",on_page_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
235,MA5-38484,Thermo Fisher Scientific,AB_2898397,S1PR1,discontinued,"Thermo Fisher: ""The product (cat # MA5-38484) that you're looking for has been discontinued""; ""Product Discontinued""",on_page_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
238,ARP80838_P050,Aviva Systems Biology,AB_3083071,S1PR1,available,[11-12 Aug] sizes 25UL + $99.00 / 100ul + $399.00; Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
239,A1834,ABclonal,AB_2763871,SDC4,available,[11-12 Aug] Catalog Number: A1834 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
240,12236,Cell Signaling Technology,AB_2797853,SDC4,discontinued,[11-12 Aug] This product is discontinued,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
243,ab315810,abcam,AB_3101783,SMPD1,available,[11-12 Aug] In stock in United Kingdom ... Add to basket (£185.00),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
246,ab55667,abcam,AB_945112,RAB27A,available,[11-12 Aug] Price: Starts from $570,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
248,ab240638,abcam,AB_3101785,GALC,discontinued,"Abcam: page renders in full with no price and no buy panel, but carries NO discontinuation notice (OBSERVATION, NOT A QUOTE). Contrast Abcam discontinued controls ab4193/ab39969, whose titles read ""is not available"" and whose pages state ""This product is discontinued"".",no_purchase_option_no_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
280,MA5-34957,Thermo Fisher Scientific,AB_2848863,DNM1,available,[11-12 Aug] Thermo: GBP 320.74 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
303,ab66746,abcam,AB_1141650,RAB5A,available,[11-12 Aug] Buy button; Price: Starts from $400,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
313,ab104859,abcam,AB_10711207,RAB10,available,[11-12 Aug] Price: Starts from $375,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
333,ab181367,abcam,AB_3107207,RAB10,available,[11-12 Aug] In stock in United Kingdom ... Add to basket (£110.00),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
335,NBP2-24630,Bio-Techne (Novus Biologicals),AB_2915988,SDC4,available,[11-12 Aug] In Stock - Arrives in 7 - 9 Business Days; 0.1 mg / £279.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
336,NBP2-50315,Bio-Techne (Novus Biologicals),AB_2915989,SDC4,available,[11-12 Aug] In Stock - Arrives in 7 - 9 Business Days; 0.1 ml / £273.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
337,36-3100,Thermo Fisher Scientific,AB_2533250,SDC4,available,[11-12 Aug] Thermo: GBP 360.00 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
345,A7131,ABclonal,AB_2767686,PINK1,available,[11-12 Aug] Catalog Number: A7131 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
346,NBP2-36488,Bio-Techne (Novus Biologicals),AB_2848201,PINK1,discontinued,[11-12 Aug] Discontinued Product - NBP2-36488 has been discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
347,BC100-494,Bio-Techne (Novus Biologicals),AB_10127658,PINK1,available,[11-12 Aug] In Stock - Arrives in 3 - 5 Business Days; 0.1 ml / £445.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
349,ab137361,abcam,AB_2927725,PINK1,discontinued,[11-12 Aug] This product is discontinued. / Anti-PINK1 antibody (AB137361) is unavailable.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
350,ab186303,abcam,AB_2827698,PINK1,available,[11-12 Aug] Price: Starts from $165,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
351,23274-1-AP,Proteintech,AB_2879244,PINK1,available,[11-12 Aug] PINK1 Polyclonal antibody; £349/ 150 μL; Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
352,MA5-11153,Thermo Fisher Scientific,AB_11005181,PINK1,available,[11-12 Aug] Thermo: GBP 388.68 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
353,PA5-13402,Thermo Fisher Scientific,AB_2252385,PINK1,available,[11-12 Aug] Thermo: GBP 393.42 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
354,PA5-86941,Thermo Fisher Scientific,AB_2803698,PINK1,available,[11-12 Aug] Thermo: GBP 451.00 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
355,ab23707,abcam,AB_447627,PINK1,discontinued,[11-12 Aug] This product is discontinued. / Anti-PINK1 antibody (AB23707) is unavailable.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
356,ab216144,abcam,AB_2927726,PINK1,available,[11-12 Aug] Price: Starts from $185,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
357,ab300623,abcam,AB_2927727,PINK1,available,[11-12 Aug] Price: Starts from $105,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
360,sc-271001,Santa-Cruz,AB_10609641,GSN,not_rechecked,[11-12 Aug] ORDERING INFORMATION: Gelsolin Antibody (F-3)  200 µg/ml  £323.00  ADD TO CART,,not re-checked on 30 Aug,2026-08-11,available
378,MA5-38600,Thermo Fisher Scientific,AB_2898512,PLCG2,available,[11-12 Aug] Thermo: GBP 377.65 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
379,MA5-35670,Thermo Fisher Scientific,AB_2849570,PLCG2,available,[11-12 Aug] Thermo: GBP 395.60 with active Add To Cart button,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
382,NBP2-52536,Bio-Techne (Novus Biologicals),AB_2927391,PLCG2,discontinued,[11-12 Aug] Availability: Product Discontinued (NBP2-52536); 'Product Discontinued',,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
384,GTX111178,GeneTex,AB_1951276,PLCG2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
386,34264,Cell Signaling Technology,AB_2927393,PLCG2,available,[11-12 Aug] PLC gamma2 (E7L6G) Rabbit Monoclonal Antibody #34264; £171 / £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
387,3872,Cell Signaling Technology,AB_2299586,PLCG2,available,[11-12 Aug] PLC gamma2 Antibody #3872; £137 / £300; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
393,H00005339-M03,Abnova,AB_10562998,PLEC,not_rechecked,"[11-12 Aug] 100 ug  USD $ 352.00  order now, ship next day  Add to Cart",,not re-checked on 30 Aug,2026-08-11,available
402,GTX101705,GeneTex,AB_1241175,PRDX1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
405,PA3-750,Thermo Fisher Scientific,AB_2168166,PRDX1,available,[11-12 Aug] Thermo: GBP 366.40 with Add to cart - screenshot verified Catalog # PA3-750,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
415,P1G12,Developmental Studies Hybridoma Bank (DSHB),AB_782201,CD44,discontinued,"DSHB: product page returns 404 ""THE PAGE YOU ARE LOOKING FOR DOES NOT EXIST"". Same /CLONE URL scheme resolves for live products (control: /MF-20, $50.00). Catalogue search could not be used to rule out a renamed listing - NOT CONFIRMED.",unverified_404,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
456,GTX104613,GeneTex,AB_1240776,MAPK1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
459,51068-1-AP,Proteintech,AB_2250380,MAPK1,available,[11-12 Aug] ERK1/2 Polyclonal antibody 51068-1-AP; £349/150 μL; Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
460,AFFN-MAPK1-1E5,Developmental Studies Hybridoma Bank (DSHB),AB_2617723,MAPK1,available,[11-12 Aug] In Stock; $50.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
